srcid,destid,ds,yhat
02,16,2024-05-21,1356.0
02,16,2024-05-22,1532.0
02,16,2024-05-23,1624.0
02,16,2024-05-24,2159.0
02,16,2024-05-25,1652.0
02,16,2024-05-26,1647.0
02,16,2024-05-27,1405.0
02,16,2024-05-28,1360.0
02,16,2024-05-29,1535.0
02,16,2024-05-30,1628.0
02,16,2024-05-31,2162.0
02,16,2024-06-01,1656.0
02,16,2024-06-02,1650.0
02,16,2024-06-03,1409.0
02,16,2024-06-04,1363.0
02,16,2024-06-05,1539.0
02,16,2024-06-06,1632.0
02,16,2024-06-07,2166.0
02,16,2024-06-08,1660.0
02,16,2024-06-09,1654.0
02,16,2024-06-10,1413.0
02,16,2024-06-11,1367.0
02,16,2024-06-12,1543.0
02,16,2024-06-13,1636.0
02,16,2024-06-14,2170.0
02,16,2024-06-15,1664.0
02,16,2024-06-16,1658.0
02,16,2024-06-17,1417.0
02,16,2024-06-18,1372.0
02,16,2024-06-19,1548.0
02,16,2024-06-20,1640.0
02,16,2024-06-21,2175.0
02,16,2024-06-22,1669.0
02,16,2024-06-23,1664.0
02,16,2024-06-24,1423.0
02,16,2024-06-25,1377.0
02,16,2024-06-26,1553.0
02,16,2024-06-27,1646.0
02,16,2024-06-28,2181.0
02,16,2024-06-29,1674.0
02,16,2024-06-30,1669.0
02,16,2024-07-01,1428.0
02,16,2024-07-02,1382.0
02,16,2024-07-03,1558.0
02,16,2024-07-04,1651.0
02,16,2024-07-05,2186.0
02,16,2024-07-06,1680.0
02,16,2024-07-07,1674.0
02,16,2024-07-08,1434.0
02,16,2024-07-09,1388.0
02,16,2024-07-10,1564.0
02,16,2024-07-11,1658.0
02,16,2024-07-12,2192.0
02,16,2024-07-13,1686.0
02,16,2024-07-14,1681.0
02,16,2024-07-15,1441.0
02,16,2024-07-16,1395.0
02,16,2024-07-17,1571.0
02,16,2024-07-18,1664.0
02,16,2024-07-19,2199.0
02,16,2024-07-20,1693.0
02,16,2024-07-21,1688.0
02,16,2024-07-22,1447.0
02,16,2024-07-23,1402.0
02,16,2024-07-24,1578.0
02,16,2024-07-25,1671.0
02,16,2024-07-26,2206.0
02,16,2024-07-27,1700.0
02,16,2024-07-28,1695.0
02,16,2024-07-29,1454.0
02,16,2024-07-30,1409.0
02,16,2024-07-31,1585.0
02,16,2024-08-01,1679.0
02,16,2024-08-02,2214.0
02,16,2024-08-03,1708.0
02,16,2024-08-04,1703.0
02,16,2024-08-05,1462.0
02,16,2024-08-06,1417.0
02,16,2024-08-07,1593.0
02,16,2024-08-08,1686.0
02,16,2024-08-09,2222.0
02,16,2024-08-10,1716.0
02,16,2024-08-11,1711.0
02,16,2024-08-12,1470.0
02,16,2024-08-13,1425.0
02,16,2024-08-14,1601.0
02,16,2024-08-15,1694.0
02,16,2024-08-16,2230.0
02,16,2024-08-17,1724.0
02,16,2024-08-18,1719.0
02,16,2024-08-19,1478.0
02,16,2024-08-20,1433.0
02,16,2024-08-21,1609.0
02,16,2024-08-22,1702.0
02,16,2024-08-23,2237.0
02,16,2024-08-24,1732.0
02,16,2024-08-25,1727.0
02,16,2024-08-26,1486.0
02,16,2024-08-27,1441.0
02,16,2024-08-28,1617.0
02,16,2024-08-29,1710.0
02,16,2024-08-30,2245.0
02,16,2024-08-31,1740.0
02,16,2024-09-01,1735.0
02,16,2024-09-02,1494.0
02,16,2024-09-03,1449.0
02,16,2024-09-04,1625.0
02,16,2024-09-05,1718.0
02,16,2024-09-06,2253.0
02,16,2024-09-07,1748.0
02,16,2024-09-08,1742.0
02,16,2024-09-09,1502.0
02,16,2024-09-10,1457.0
02,16,2024-09-11,1633.0
02,16,2024-09-12,1726.0
02,16,2024-09-13,2261.0
02,16,2024-09-14,1755.0
02,16,2024-09-15,1750.0
02,16,2024-09-16,1510.0
02,16,2024-09-17,1465.0
02,16,2024-09-18,1641.0
02,16,2024-09-19,1734.0
02,16,2024-09-20,2269.0
02,16,2024-09-21,1763.0
02,16,2024-09-22,1758.0
02,16,2024-09-23,1518.0
02,16,2024-09-24,1473.0
02,16,2024-09-25,1649.0
02,16,2024-09-26,1742.0
02,16,2024-09-27,2277.0
02,16,2024-09-28,1771.0
02,16,2024-09-29,1766.0
02,16,2024-09-30,1526.0
02,16,2024-10-01,1481.0
02,16,2024-10-02,1657.0
02,16,2024-10-03,1750.0
02,16,2024-10-04,2285.0
02,16,2024-10-05,1779.0
02,16,2024-10-06,1774.0
02,16,2024-10-07,1534.0
02,16,2024-10-08,1489.0
02,16,2024-10-09,1665.0
02,16,2024-10-10,1758.0
02,16,2024-10-11,2293.0
02,16,2024-10-12,1787.0
02,16,2024-10-13,1782.0
02,16,2024-10-14,1542.0
02,16,2024-10-15,1497.0
02,16,2024-10-16,1673.0
02,16,2024-10-17,1766.0
02,16,2024-10-18,2301.0
02,16,2024-10-19,1795.0
02,16,2024-10-20,1790.0
02,16,2024-10-21,1550.0
02,16,2024-10-22,1504.0
02,16,2024-10-23,1681.0
02,16,2024-10-24,1774.0
02,16,2024-10-25,2309.0
02,16,2024-10-26,1803.0
02,16,2024-10-27,1798.0
02,16,2024-10-28,1558.0
02,16,2024-10-29,1512.0
02,16,2024-10-30,1689.0
02,16,2024-10-31,1782.0
02,16,2024-11-01,2317.0
02,16,2024-11-02,1811.0
02,16,2024-11-03,1806.0
02,16,2024-11-04,1566.0
02,16,2024-11-05,1520.0
02,16,2024-11-06,1697.0
02,16,2024-11-07,1790.0
02,16,2024-11-08,2325.0
02,16,2024-11-09,1819.0
02,16,2024-11-10,1814.0
02,16,2024-11-11,1573.0
02,16,2024-11-12,1528.0
02,16,2024-11-13,1705.0
02,16,2024-11-14,1798.0
02,16,2024-11-15,2333.0
02,16,2024-11-16,1827.0
02,16,2024-11-17,1822.0
02,16,2024-11-18,1581.0
02,16,2024-11-19,1536.0
02,16,2024-11-20,1712.0
02,16,2024-11-21,1806.0
02,16,2024-11-22,2341.0
02,16,2024-11-23,1835.0
02,16,2024-11-24,1830.0
02,16,2024-11-25,1589.0
02,16,2024-11-26,1544.0
02,16,2024-11-27,1720.0
02,16,2024-11-28,1814.0
02,16,2024-11-29,2349.0
02,16,2024-11-30,1843.0
02,16,2024-12-01,1838.0
02,16,2024-12-02,1597.0
02,16,2024-12-03,1552.0
02,16,2024-12-04,1728.0
02,16,2024-12-05,1822.0
02,16,2024-12-06,2357.0
02,16,2024-12-07,1851.0
02,16,2024-12-08,1846.0
02,16,2024-12-09,1605.0
02,16,2024-12-10,1560.0
02,16,2024-12-11,1736.0
02,16,2024-12-12,1830.0
02,16,2024-12-13,2365.0
02,16,2024-12-14,1859.0
02,16,2024-12-15,1854.0
02,16,2024-12-16,1613.0
02,16,2024-12-17,1568.0
02,16,2024-12-18,1744.0
02,16,2024-12-19,1837.0
02,16,2024-12-20,2373.0
02,16,2024-12-21,1867.0
02,16,2024-12-22,1862.0
02,16,2024-12-23,1621.0
02,16,2024-12-24,1576.0
02,16,2024-12-25,1752.0
02,16,2024-12-26,1845.0
02,16,2024-12-27,2381.0
02,16,2024-12-28,1875.0
02,16,2024-12-29,1870.0
02,16,2024-12-30,1629.0
02,16,2024-12-31,1584.0
02,16,2025-01-01,1760.0
02,16,2025-01-02,1853.0
02,16,2025-01-03,2388.0
02,16,2025-01-04,1883.0
02,16,2025-01-05,1878.0
02,16,2025-01-06,1637.0
02,16,2025-01-07,1592.0
02,16,2025-01-08,1768.0
02,16,2025-01-09,1861.0
02,16,2025-01-10,2396.0
02,16,2025-01-11,1891.0
02,16,2025-01-12,1886.0
02,16,2025-01-13,1645.0
02,16,2025-01-14,1600.0
02,16,2025-01-15,1776.0
02,16,2025-01-16,1869.0
02,16,2025-01-17,2404.0
02,16,2025-01-18,1898.0
02,16,2025-01-19,1893.0
02,16,2025-01-20,1653.0
02,16,2025-01-21,1608.0
02,16,2025-01-22,1784.0
02,16,2025-01-23,1877.0
02,16,2025-01-24,2412.0
02,16,2025-01-25,1906.0
02,16,2025-01-26,1901.0
02,16,2025-01-27,1661.0
02,16,2025-01-28,1616.0
02,16,2025-01-29,1792.0
02,16,2025-01-30,1885.0
02,16,2025-01-31,2420.0
02,16,2025-02-01,1914.0
02,16,2025-02-02,1909.0
02,16,2025-02-03,1669.0
02,16,2025-02-04,1624.0
02,16,2025-02-05,1800.0
02,16,2025-02-06,1893.0
02,16,2025-02-07,2428.0
02,16,2025-02-08,1922.0
02,16,2025-02-09,1917.0
02,16,2025-02-10,1677.0
02,16,2025-02-11,1632.0
02,16,2025-02-12,1808.0
02,16,2025-02-13,1901.0
02,16,2025-02-14,2436.0
02,16,2025-02-15,1930.0
02,16,2025-02-16,1925.0
02,16,2025-02-17,1685.0
02,16,2025-02-18,1640.0
02,16,2025-02-19,1816.0
02,16,2025-02-20,1909.0
02,16,2025-02-21,2444.0
02,16,2025-02-22,1938.0
02,16,2025-02-23,1933.0
02,16,2025-02-24,1693.0
02,16,2025-02-25,1647.0
02,16,2025-02-26,1824.0
02,16,2025-02-27,1917.0
02,16,2025-02-28,2452.0
02,16,2025-03-01,1946.0
02,19,2023-03-01,1635.0
02,19,2023-03-02,1802.0
02,19,2023-03-03,2497.0
02,19,2023-03-04,1882.0
02,19,2023-03-05,1690.0
02,19,2023-03-06,1364.0
02,19,2023-03-07,1505.0
02,19,2023-03-08,1640.0
02,19,2023-03-09,1806.0
02,19,2023-03-10,2502.0
02,19,2023-03-11,1887.0
02,19,2023-03-12,1695.0
02,19,2023-03-13,1369.0
02,19,2023-03-14,1510.0
02,19,2023-03-15,1645.0
02,19,2023-03-16,1811.0
02,19,2023-03-17,2506.0
02,19,2023-03-18,1892.0
02,19,2023-03-19,1699.0
02,19,2023-03-20,1373.0
02,19,2023-03-21,1515.0
02,19,2023-03-22,1649.0
02,19,2023-03-23,1815.0
02,19,2023-03-24,2511.0
02,19,2023-03-25,1896.0
02,19,2023-03-26,1704.0
02,19,2023-03-27,1378.0
02,19,2023-03-28,1519.0
02,19,2023-03-29,1654.0
02,19,2023-03-30,1820.0
02,19,2023-03-31,2515.0
02,19,2023-04-01,1901.0
02,19,2023-04-02,1708.0
02,19,2023-04-03,1382.0
02,19,2023-04-04,1524.0
02,19,2023-04-05,1658.0
02,19,2023-04-06,1824.0
02,19,2023-04-07,2520.0
02,19,2023-04-08,1905.0
02,19,2023-04-09,1713.0
02,19,2023-04-10,1387.0
02,19,2023-04-11,1528.0
02,19,2023-04-12,1663.0
02,19,2023-04-13,1829.0
02,19,2023-04-14,2525.0
02,19,2023-04-15,1910.0
02,19,2023-04-16,1718.0
02,19,2023-04-17,1391.0
02,19,2023-04-18,1533.0
02,19,2023-04-19,1668.0
02,19,2023-04-20,1834.0
02,19,2023-04-21,2529.0
02,19,2023-04-22,1914.0
02,19,2023-04-23,1722.0
02,19,2023-04-24,1396.0
02,19,2023-04-25,1537.0
02,19,2023-04-26,1672.0
02,19,2023-04-27,1838.0
02,19,2023-04-28,2534.0
02,19,2023-04-29,1919.0
02,19,2023-04-30,1727.0
02,19,2023-05-01,1401.0
02,19,2023-05-02,1542.0
02,19,2023-05-03,1677.0
02,19,2023-05-04,1843.0
02,19,2023-05-05,2538.0
02,19,2023-05-06,1924.0
02,19,2023-05-07,1731.0
02,19,2023-05-08,1405.0
02,19,2023-05-09,1547.0
02,19,2023-05-10,1681.0
02,19,2023-05-11,1847.0
02,19,2023-05-12,2543.0
02,19,2023-05-13,1928.0
02,19,2023-05-14,1736.0
02,19,2023-05-15,1410.0
02,19,2023-05-16,1551.0
02,19,2023-05-17,1686.0
02,19,2023-05-18,1852.0
02,19,2023-05-19,2548.0
02,19,2023-05-20,1933.0
02,19,2023-05-21,1740.0
02,19,2023-05-22,1414.0
02,19,2023-05-23,1556.0
02,19,2023-05-24,1691.0
02,19,2023-05-25,1857.0
02,19,2023-05-26,2552.0
02,19,2023-05-27,1937.0
02,19,2023-05-28,1745.0
02,19,2023-05-29,1419.0
02,19,2023-05-30,1560.0
02,19,2023-05-31,1695.0
02,19,2023-06-01,1861.0
02,19,2023-06-02,2557.0
02,19,2023-06-03,1942.0
02,19,2023-06-04,1750.0
02,19,2023-06-05,1424.0
02,19,2023-06-06,1565.0
02,19,2023-06-07,1700.0
02,19,2023-06-08,1866.0
02,19,2023-06-09,2561.0
02,19,2023-06-10,1947.0
02,19,2023-06-11,1754.0
02,19,2023-06-12,1428.0
02,19,2023-06-13,1570.0
02,19,2023-06-14,1704.0
02,19,2023-06-15,1870.0
02,19,2023-06-16,2566.0
02,19,2023-06-17,1951.0
02,19,2023-06-18,1759.0
02,19,2023-06-19,1433.0
02,19,2023-06-20,1574.0
02,19,2023-06-21,1709.0
02,19,2023-06-22,1875.0
02,19,2023-06-23,2571.0
02,19,2023-06-24,1956.0
02,19,2023-06-25,1763.0
02,19,2023-06-26,1437.0
02,19,2023-06-27,1579.0
02,19,2023-06-28,1714.0
02,19,2023-06-29,1880.0
02,19,2023-06-30,2575.0
02,19,2023-07-01,1960.0
02,19,2023-07-02,1768.0
02,19,2023-07-03,1442.0
02,19,2023-07-04,1583.0
02,19,2023-07-05,1718.0
02,19,2023-07-06,1884.0
02,19,2023-07-07,2580.0
02,19,2023-07-08,1965.0
02,19,2023-07-09,1773.0
02,19,2023-07-10,1447.0
02,19,2023-07-11,1588.0
02,19,2023-07-12,1723.0
02,19,2023-07-13,1889.0
02,19,2023-07-14,2585.0
02,19,2023-07-15,1970.0
02,19,2023-07-16,1778.0
02,19,2023-07-17,1452.0
02,19,2023-07-18,1593.0
02,19,2023-07-19,1728.0
02,19,2023-07-20,1894.0
02,19,2023-07-21,2590.0
02,19,2023-07-22,1975.0
02,19,2023-07-23,1783.0
02,19,2023-07-24,1457.0
02,19,2023-07-25,1598.0
02,19,2023-07-26,1733.0
02,19,2023-07-27,1899.0
02,19,2023-07-28,2595.0
02,19,2023-07-29,1980.0
02,19,2023-07-30,1788.0
02,19,2023-07-31,1462.0
02,19,2023-08-01,1604.0
02,19,2023-08-02,1739.0
02,19,2023-08-03,1905.0
02,19,2023-08-04,2601.0
02,19,2023-08-05,1987.0
02,19,2023-08-06,1794.0
02,19,2023-08-07,1469.0
02,19,2023-08-08,1610.0
02,19,2023-08-09,1745.0
02,19,2023-08-10,1912.0
02,19,2023-08-11,2607.0
02,19,2023-08-12,1993.0
02,19,2023-08-13,1801.0
02,19,2023-08-14,1475.0
02,19,2023-08-15,1617.0
02,19,2023-08-16,1752.0
02,19,2023-08-17,1918.0
02,19,2023-08-18,2614.0
02,19,2023-08-19,1999.0
02,19,2023-08-20,1807.0
02,19,2023-08-21,1481.0
02,19,2023-08-22,1623.0
02,19,2023-08-23,1758.0
02,19,2023-08-24,1924.0
02,19,2023-08-25,2620.0
02,19,2023-08-26,2006.0
02,19,2023-08-27,1813.0
02,19,2023-08-28,1488.0
02,19,2023-08-29,1629.0
02,19,2023-08-30,1764.0
02,19,2023-08-31,1931.0
02,19,2023-09-01,2626.0
02,19,2023-09-02,2012.0
02,19,2023-09-03,1820.0
02,19,2023-09-04,1494.0
02,19,2023-09-05,1636.0
02,19,2023-09-06,1771.0
02,19,2023-09-07,1937.0
02,19,2023-09-08,2633.0
02,19,2023-09-09,2018.0
02,19,2023-09-10,1826.0
02,19,2023-09-11,1500.0
02,19,2023-09-12,1642.0
02,19,2023-09-13,1777.0
02,19,2023-09-14,1943.0
02,19,2023-09-15,2639.0
02,19,2023-09-16,2025.0
02,19,2023-09-17,1832.0
02,19,2023-09-18,1507.0
02,19,2023-09-19,1648.0
02,19,2023-09-20,1783.0
02,19,2023-09-21,1950.0
02,19,2023-09-22,2645.0
02,19,2023-09-23,2031.0
02,19,2023-09-24,1839.0
02,19,2023-09-25,1513.0
02,19,2023-09-26,1655.0
02,19,2023-09-27,1790.0
02,19,2023-09-28,1956.0
02,19,2023-09-29,2652.0
02,19,2023-09-30,2037.0
02,19,2023-10-01,1845.0
02,19,2023-10-02,1519.0
02,19,2023-10-03,1661.0
02,19,2023-10-04,1796.0
02,19,2023-10-05,1962.0
02,19,2023-10-06,2658.0
02,19,2023-10-07,2044.0
02,19,2023-10-08,1851.0
02,19,2023-10-09,1526.0
02,19,2023-10-10,1667.0
02,19,2023-10-11,1802.0
02,19,2023-10-12,1969.0
02,19,2023-10-13,2664.0
02,19,2023-10-14,2050.0
02,19,2023-10-15,1858.0
02,19,2023-10-16,1532.0
02,19,2023-10-17,1674.0
02,19,2023-10-18,1809.0
02,19,2023-10-19,1975.0
02,19,2023-10-20,2671.0
02,19,2023-10-21,2056.0
02,19,2023-10-22,1864.0
02,19,2023-10-23,1538.0
02,19,2023-10-24,1680.0
02,19,2023-10-25,1815.0
02,19,2023-10-26,1981.0
02,19,2023-10-27,2677.0
02,19,2023-10-28,2063.0
02,19,2023-10-29,1870.0
02,19,2023-10-30,1545.0
02,19,2023-10-31,1686.0
02,19,2023-11-01,1821.0
02,19,2023-11-02,1988.0
02,19,2023-11-03,2683.0
02,19,2023-11-04,2069.0
02,19,2023-11-05,1877.0
02,19,2023-11-06,1551.0
02,19,2023-11-07,1693.0
02,19,2023-11-08,1828.0
02,19,2023-11-09,1994.0
02,19,2023-11-10,2690.0
02,19,2023-11-11,2075.0
02,19,2023-11-12,1883.0
02,19,2023-11-13,1557.0
02,19,2023-11-14,1699.0
02,19,2023-11-15,1834.0
02,19,2023-11-16,2000.0
02,19,2023-11-17,2696.0
02,19,2023-11-18,2082.0
02,19,2023-11-19,1889.0
02,19,2023-11-20,1564.0
02,19,2023-11-21,1705.0
02,19,2023-11-22,1840.0
02,19,2023-11-23,2007.0
02,19,2023-11-24,2702.0
02,19,2023-11-25,2088.0
02,19,2023-11-26,1896.0
02,19,2023-11-27,1570.0
02,19,2023-11-28,1712.0
02,19,2023-11-29,1847.0
02,19,2023-11-30,2013.0
02,19,2023-12-01,2709.0
02,19,2023-12-02,2094.0
02,19,2023-12-03,1902.0
02,19,2023-12-04,1576.0
02,19,2023-12-05,1718.0
02,19,2023-12-06,1853.0
02,19,2023-12-07,2019.0
02,19,2023-12-08,2715.0
02,19,2023-12-09,2101.0
02,19,2023-12-10,1908.0
02,19,2023-12-11,1583.0
02,19,2023-12-12,1724.0
02,19,2023-12-13,1859.0
02,19,2023-12-14,2026.0
02,19,2023-12-15,2721.0
02,19,2023-12-16,2107.0
02,19,2023-12-17,1915.0
02,19,2023-12-18,1589.0
02,19,2023-12-19,1731.0
02,19,2023-12-20,1866.0
02,19,2023-12-21,2032.0
02,19,2023-12-22,2728.0
02,19,2023-12-23,2113.0
02,19,2023-12-24,1921.0
02,19,2023-12-25,1595.0
02,19,2023-12-26,1737.0
02,19,2023-12-27,1872.0
02,19,2023-12-28,2038.0
02,19,2023-12-29,2734.0
02,19,2023-12-30,2119.0
02,19,2023-12-31,1927.0
02,19,2024-01-01,1602.0
02,19,2024-01-02,1743.0
02,19,2024-01-03,1878.0
02,19,2024-01-04,2044.0
02,19,2024-01-05,2740.0
02,19,2024-01-06,2126.0
02,19,2024-01-07,1934.0
02,19,2024-01-08,1608.0
02,19,2024-01-09,1750.0
02,19,2024-01-10,1885.0
02,19,2024-01-11,2051.0
02,19,2024-01-12,2747.0
02,19,2024-01-13,2132.0
02,19,2024-01-14,1940.0
02,19,2024-01-15,1614.0
02,19,2024-01-16,1756.0
02,19,2024-01-17,1891.0
02,19,2024-01-18,2057.0
02,19,2024-01-19,2753.0
02,19,2024-01-20,2138.0
02,19,2024-01-21,1946.0
02,19,2024-01-22,1620.0
02,19,2024-01-23,1762.0
02,19,2024-01-24,1897.0
02,19,2024-01-25,2063.0
02,19,2024-01-26,2759.0
02,19,2024-01-27,2145.0
02,19,2024-01-28,1953.0
02,19,2024-01-29,1627.0
02,19,2024-01-30,1768.0
02,19,2024-01-31,1903.0
02,19,2024-02-01,2070.0
02,19,2024-02-02,2765.0
02,19,2024-02-03,2151.0
02,19,2024-02-04,1959.0
02,19,2024-02-05,1633.0
02,19,2024-02-06,1775.0
02,19,2024-02-07,1910.0
02,19,2024-02-08,2076.0
02,19,2024-02-09,2771.0
02,19,2024-02-10,2157.0
02,19,2024-02-11,1964.0
02,19,2024-02-12,1638.0
02,19,2024-02-13,1780.0
02,19,2024-02-14,1915.0
02,19,2024-02-15,2081.0
02,19,2024-02-16,2777.0
02,19,2024-02-17,2162.0
02,19,2024-02-18,1970.0
02,19,2024-02-19,1644.0
02,19,2024-02-20,1785.0
02,19,2024-02-21,1920.0
02,19,2024-02-22,2086.0
02,19,2024-02-23,2782.0
02,19,2024-02-24,2167.0
02,19,2024-02-25,1975.0
02,19,2024-02-26,1649.0
02,19,2024-02-27,1791.0
02,19,2024-02-28,1926.0
02,19,2024-02-29,2092.0
02,19,2024-03-01,2787.0
02,19,2024-03-02,2172.0
02,19,2024-03-03,1980.0
02,19,2024-03-04,1654.0
02,19,2024-03-05,1795.0
02,19,2024-03-06,1930.0
02,19,2024-03-07,2096.0
02,19,2024-03-08,2791.0
02,19,2024-03-09,2177.0
02,19,2024-03-10,1984.0
02,19,2024-03-11,1658.0
02,19,2024-03-12,1800.0
02,19,2024-03-13,1934.0
02,19,2024-03-14,2100.0
02,19,2024-03-15,2796.0
02,19,2024-03-16,2181.0
02,19,2024-03-17,1989.0
02,19,2024-03-18,1663.0
02,19,2024-03-19,1804.0
02,19,2024-03-20,1939.0
02,19,2024-03-21,2105.0
02,19,2024-03-22,2800.0
02,19,2024-03-23,2185.0
02,19,2024-03-24,1992.0
02,19,2024-03-25,1666.0
02,19,2024-03-26,1807.0
02,19,2024-03-27,1942.0
02,19,2024-03-28,2108.0
02,19,2024-03-29,2803.0
02,19,2024-03-30,2188.0
02,19,2024-03-31,1996.0
02,19,2024-04-01,1669.0
02,19,2024-04-02,1810.0
02,19,2024-04-03,1945.0
02,19,2024-04-04,2111.0
02,19,2024-04-05,2806.0
02,19,2024-04-06,2191.0
02,19,2024-04-07,1999.0
02,19,2024-04-08,1672.0
02,19,2024-04-09,1814.0
02,19,2024-04-10,1948.0
02,19,2024-04-11,2114.0
02,19,2024-04-12,2809.0
02,19,2024-04-13,2194.0
02,19,2024-04-14,2001.0
02,19,2024-04-15,1675.0
02,19,2024-04-16,1816.0
02,19,2024-04-17,1950.0
02,19,2024-04-18,2116.0
02,19,2024-04-19,2811.0
02,19,2024-04-20,2196.0
02,19,2024-04-21,2003.0
02,19,2024-04-22,1677.0
02,19,2024-04-23,1818.0
02,19,2024-04-24,1952.0
02,19,2024-04-25,2118.0
02,19,2024-04-26,2813.0
02,19,2024-04-27,2198.0
02,19,2024-04-28,2005.0
02,19,2024-04-29,1678.0
02,19,2024-04-30,1819.0
02,19,2024-05-01,1954.0
02,19,2024-05-02,2119.0
02,19,2024-05-03,2815.0
02,19,2024-05-04,2200.0
02,19,2024-05-05,2007.0
02,19,2024-05-06,1680.0
02,19,2024-05-07,1821.0
02,19,2024-05-08,1956.0
02,19,2024-05-09,2121.0
02,19,2024-05-10,2817.0
02,19,2024-05-11,2201.0
02,19,2024-05-12,2009.0
02,19,2024-05-13,1682.0
02,19,2024-05-14,1823.0
02,19,2024-05-15,1958.0
02,19,2024-05-16,2123.0
02,19,2024-05-17,2818.0
02,19,2024-05-18,2203.0
02,19,2024-05-19,2010.0
02,19,2024-05-20,1684.0
02,19,2024-05-21,1825.0
02,19,2024-05-22,1959.0
02,19,2024-05-23,2125.0
02,19,2024-05-24,2820.0
02,19,2024-05-25,2205.0
02,19,2024-05-26,2012.0
02,19,2024-05-27,1686.0
02,19,2024-05-28,1827.0
02,19,2024-05-29,1961.0
02,19,2024-05-30,2127.0
02,19,2024-05-31,2822.0
02,19,2024-06-01,2207.0
02,19,2024-06-02,2014.0
02,19,2024-06-03,1688.0
02,19,2024-06-04,1829.0
02,19,2024-06-05,1963.0
02,19,2024-06-06,2129.0
02,19,2024-06-07,2824.0
02,19,2024-06-08,2209.0
02,19,2024-06-09,2016.0
02,19,2024-06-10,1690.0
02,19,2024-06-11,1831.0
02,19,2024-06-12,1965.0
02,19,2024-06-13,2131.0
02,19,2024-06-14,2826.0
02,19,2024-06-15,2211.0
02,19,2024-06-16,2018.0
02,19,2024-06-17,1691.0
02,19,2024-06-18,1832.0
02,19,2024-06-19,1967.0
02,19,2024-06-20,2132.0
02,19,2024-06-21,2828.0
02,19,2024-06-22,2212.0
02,19,2024-06-23,2020.0
02,19,2024-06-24,1693.0
02,19,2024-06-25,1834.0
02,19,2024-06-26,1969.0
02,19,2024-06-27,2134.0
02,19,2024-06-28,2830.0
02,19,2024-06-29,2214.0
02,19,2024-06-30,2022.0
02,19,2024-07-01,1695.0
02,19,2024-07-02,1836.0
02,19,2024-07-03,1971.0
02,19,2024-07-04,2136.0
02,19,2024-07-05,2831.0
02,19,2024-07-06,2216.0
02,19,2024-07-07,2023.0
02,19,2024-07-08,1697.0
02,19,2024-07-09,1838.0
02,19,2024-07-10,1972.0
02,19,2024-07-11,2138.0
02,19,2024-07-12,2833.0
02,19,2024-07-13,2218.0
02,19,2024-07-14,2025.0
02,19,2024-07-15,1699.0
02,19,2024-07-16,1840.0
02,19,2024-07-17,1974.0
02,19,2024-07-18,2140.0
02,19,2024-07-19,2835.0
02,19,2024-07-20,2220.0
02,19,2024-07-21,2027.0
02,19,2024-07-22,1701.0
02,19,2024-07-23,1842.0
02,19,2024-07-24,1976.0
02,19,2024-07-25,2142.0
02,19,2024-07-26,2837.0
02,19,2024-07-27,2222.0
02,19,2024-07-28,2029.0
02,19,2024-07-29,1703.0
02,19,2024-07-30,1844.0
02,19,2024-07-31,1978.0
02,19,2024-08-01,2144.0
02,19,2024-08-02,2839.0
02,19,2024-08-03,2224.0
02,19,2024-08-04,2031.0
02,19,2024-08-05,1704.0
02,19,2024-08-06,1845.0
02,19,2024-08-07,1980.0
02,19,2024-08-08,2145.0
02,19,2024-08-09,2841.0
02,19,2024-08-10,2225.0
02,19,2024-08-11,2033.0
02,19,2024-08-12,1706.0
02,19,2024-08-13,1847.0
02,19,2024-08-14,1982.0
02,19,2024-08-15,2147.0
02,19,2024-08-16,2843.0
02,19,2024-08-17,2227.0
02,19,2024-08-18,2035.0
02,19,2024-08-19,1708.0
02,19,2024-08-20,1849.0
02,19,2024-08-21,1984.0
02,19,2024-08-22,2149.0
02,19,2024-08-23,2844.0
02,19,2024-08-24,2229.0
02,19,2024-08-25,2037.0
02,19,2024-08-26,1710.0
02,19,2024-08-27,1851.0
02,19,2024-08-28,1986.0
02,19,2024-08-29,2151.0
02,19,2024-08-30,2847.0
02,19,2024-08-31,2231.0
02,19,2024-09-01,2039.0
02,19,2024-09-02,1712.0
02,19,2024-09-03,1853.0
02,19,2024-09-04,1988.0
02,19,2024-09-05,2153.0
02,19,2024-09-06,2849.0
02,19,2024-09-07,2233.0
02,19,2024-09-08,2041.0
02,19,2024-09-09,1714.0
02,19,2024-09-10,1855.0
02,19,2024-09-11,1990.0
02,19,2024-09-12,2155.0
02,19,2024-09-13,2851.0
02,19,2024-09-14,2235.0
02,19,2024-09-15,2043.0
02,19,2024-09-16,1716.0
02,19,2024-09-17,1857.0
02,19,2024-09-18,1992.0
02,19,2024-09-19,2157.0
02,19,2024-09-20,2853.0
02,19,2024-09-21,2237.0
02,19,2024-09-22,2045.0
02,19,2024-09-23,1718.0
02,19,2024-09-24,1859.0
02,19,2024-09-25,1994.0
02,19,2024-09-26,2159.0
02,19,2024-09-27,2855.0
02,19,2024-09-28,2239.0
02,19,2024-09-29,2047.0
02,19,2024-09-30,1720.0
02,19,2024-10-01,1861.0
02,19,2024-10-02,1996.0
02,19,2024-10-03,2161.0
02,19,2024-10-04,2857.0
02,19,2024-10-05,2241.0
02,19,2024-10-06,2049.0
02,19,2024-10-07,1722.0
02,19,2024-10-08,1863.0
02,19,2024-10-09,1998.0
